peak_sample,peak_time_s
9492341,18539.728515625
9492613,18540.259765625
9492884,18540.7890625
9493156,18541.3203125
9493431,18541.857421875
9493706,18542.39453125
9493977,18542.923828125
9494249,18543.455078125
9494522,18543.98828125
9494795,18544.521484375
9495073,18545.064453125
9495311,18545.529296875
9495461,18545.822265625
9495628,18546.1484375
9495902,18546.68359375
9496177,18547.220703125
9496408,18547.671875
9496569,18547.986328125
9496719,18548.279296875
9496932,18548.6953125
9497105,18549.033203125
9497263,18549.341796875
9497528,18549.859375
9497737,18550.267578125
9497898,18550.58203125
9498090,18550.95703125
9498335,18551.435546875
9498599,18551.951171875
9498861,18552.462890625
9499118,18552.96484375
9499380,18553.4765625
9499640,18553.984375
9499895,18554.482421875
9500156,18554.9921875
9500415,18555.498046875
9500683,18556.021484375
9500959,18556.560546875
9501247,18557.123046875
9501544,18557.703125
9501839,18558.279296875
9502125,18558.837890625
9502426,18559.42578125
9502731,18560.021484375
9503055,18560.654296875
9503388,18561.3046875
9503716,18561.9453125
9504048,18562.59375
9504371,18563.224609375
9504676,18563.8203125
9504989,18564.431640625
9505297,18565.033203125
9505595,18565.615234375
9505897,18566.205078125
9506217,18566.830078125
9506534,18567.44921875
9506844,18568.0546875
9507173,18568.697265625
9507480,18569.296875
9507786,18569.89453125
9508104,18570.515625
9508445,18571.181640625
9508764,18571.8046875
9509089,18572.439453125
9509452,18573.1484375
9509805,18573.837890625
9510129,18574.470703125
9510458,18575.11328125
9510783,18575.748046875
9511092,18576.3515625
9511397,18576.947265625
9511719,18577.576171875
9512067,18578.255859375
9512388,18578.8828125
9512708,18579.5078125
9513038,18580.15234375
9513388,18580.8359375
9513607,18581.263671875
9513951,18581.935546875
9514355,18582.724609375
9514664,18583.328125
9514982,18583.94921875
9515315,18584.599609375
9515622,18585.19921875
9515933,18585.806640625
9516256,18586.4375
9516583,18587.076171875
9516891,18587.677734375
9517122,18588.12890625
9517296,18588.46875
9517505,18588.876953125
9517814,18589.48046875
9518111,18590.060546875
9518400,18590.625
9518688,18591.1875
9518969,18591.736328125
9519248,18592.28125
9519529,18592.830078125
9519809,18593.376953125
9520101,18593.947265625
9520401,18594.533203125
9520687,18595.091796875
9520980,18595.6640625
9521274,18596.23828125
9521557,18596.791015625
9521843,18597.349609375
9522123,18597.896484375
9522404,18598.4453125
9522680,18598.984375
9522960,18599.53125
9523245,18600.087890625
9523529,18600.642578125
9523813,18601.197265625
9524110,18601.77734375
9524464,18602.46875
9524785,18603.095703125
9525099,18603.708984375
9525437,18604.369140625
9525895,18605.263671875
9526276,18606.0078125
9526676,18606.7890625
9527103,18607.623046875
9527459,18608.318359375
9527802,18608.98828125
9528114,18609.59765625
9528418,18610.19140625
9528718,18610.77734375
9529032,18611.390625
9529374,18612.05859375
9529734,18612.76171875
9530053,18613.384765625
9530378,18614.01953125
9530714,18614.67578125
9531114,18615.45703125
9531449,18616.111328125
9531778,18616.75390625
9532117,18617.416015625
9532479,18618.123046875
9532826,18618.80078125
9533162,18619.45703125
9533524,18620.1640625
9533884,18620.8671875
9534217,18621.517578125
9534567,18622.201171875
9534909,18622.869140625
9535232,18623.5
9535584,18624.1875
9535919,18624.841796875
9536246,18625.48046875
9536582,18626.13671875
9536921,18626.798828125
9537254,18627.44921875
9537593,18628.111328125
9537937,18628.783203125
9538267,18629.427734375
9538594,18630.06640625
9538950,18630.76171875
9539265,18631.376953125
9539576,18631.984375
9539875,18632.568359375
9540177,18633.158203125
9540472,18633.734375
9540767,18634.310546875
9541057,18634.876953125
9541346,18635.44140625
9541638,18636.01171875
9541932,18636.5859375
9542263,18637.232421875
9542585,18637.861328125
9542902,18638.48046875
9543232,18639.125
9543560,18639.765625
9543879,18640.388671875
9544207,18641.029296875
9544534,18641.66796875
9544856,18642.296875
9545221,18643.009765625
9545589,18643.728515625
9545918,18644.37109375
9546251,18645.021484375
9546574,18645.65234375
